title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Data Analytics,GDN AR,"GDN AR es una empresa de Retail, con más de 9000 colaboradores a nivel local y 92 tiendas distribuidas en todo el país. Como compañía buscamos ofrecer no solo la mejor calidad de productos al mejor precio, sino también una experiencia cercana y localmente relevante. Desarrollamos relaciones de confianza con nuestros proveedores, ofrecemos las mejores oportunidades de desarrollo para nuestros colaboradores y trabajamos con cada comunidad donde operamos, desde una visión inclusiva y sustentable. Promovemos el desarrollo de un entorno colaborativo que fomente una cultura de innovación, agilidad y respeto por las personas.En esta oportunidad, nos encontramos en la búsqueda de un Data Analytics para sus oficinas de CABA.El propósito de la posición es transformar las necesidades de nuestros clientes internos a través de medios digitales en aplicaciones simples e intuitivas a nivel de usuario, que permitan mejorar la experiencia de búsqueda, compra y entrega de nuestros clientes.Empoderarse respecto a políticas y normativas de desarrollo, implementando desarrollos iterativos e incrementales.Entender en detalle los sistemas a su cargo y orientar sus desarrollos a la visión de producto y entrega centrada en el cliente.Comprender y desarrollar técnicas que permitan la entrega continua de valor, desarrollo orientado a clientes finales.Responsabilidades:· Liderar el desarrollo y la implementación de reportes comerciales en función a las necesidades del área· Desarrollar tableros de comando para el área comercial segmentado por sus divisiones· Ser el referente técnico para los desarrollos sistémicos del área comercial· Relevar con las áreas clientes el tipo de información que necesitan para la toma de decisiones.· Proveer de herramientas de automatización de la información a las áreas de análisis de costos y planificación comercial.· Dar soporte al proceso presupuestario del área comercialRequisitos: 2 años de experiencia en SQL y Microstrategy, conocimientos básicos de Power BI y Python.En GDN AR buscamos Mejorar la Calidad de Vida de clientes y comunidades creando experiencias relevantes con marcas honestas.Por eso buscamos emprendedores, que les guste asumir desafíos, que sean agiles e impulsen los cambios, que trabajen en redes y que pongan al cliente en el centro en todas sus decisiones.",Híbrido,NaN,Greater Buenos Aires,"[{'Nivel de antigüedad': 'Algo de responsabilidad'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Administración, Ingeniería y Tecnología de la información'}, {'Sectores': 'Venta minorista'}]",2022-11-29,https://ar.linkedin.com/jobs/view/data-analytics-at-gdn-ar-3372342234?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=k0mxa4kaATPMviwN2l4MiQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de datos,Angel Baraldo,Nan,Híbrido,NaN,"Vicente López, Buenos Aires Province, Argentina",[],2022-11-28,https://ar.linkedin.com/jobs/view/analista-de-datos-at-angel-baraldo-3371376385?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=WTW8ZrosKE97LBBoE24Xng%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de Datos,Adecoagro,"Te brindamos la posibilidad de emprender una carrera profesional en la producción de alimentos y energías renovables. Nuestra propuesta de trabajo está basada en el aprendizaje constante, en un ambiente dinámico y emprendedor.¿Qué buscamos? 🔍Nos encontramos en la búsqueda de un/a Analista de datos para desempeñarse dentro de nuestro equipo de Inteligencia Comercial. Priorizaremos perfiles analíticos y proactivos que cuenten con experiencia previa en tareas similares.¿Cuál es el objetivo? 🚀✔ Liderar la automatización de procesos e implementación de herramientas de gestión para maximizar el negocio.✔ Detectar, proponer y consensuar KPI's.✔ Llevar adelante el data modeling para brindar soporte a las operaciones claves del negocio.BeneficiosPrepaga para vos y tu grupo familiar primarioConvenio con gimnasioClase de idiomasLicencia por paternidad extendidaDía de cumpleaños libreFlexibilidad HorariaDescuento en nuestros productosSomos una empresa de alimentos y energías renovables con presencia en Argentina, Brasil y Uruguay. Comenzamos en el año 2002 de la mano de un grupo de emprendedores argentinos.En Argentina producimos granos y especialidades, leche y arroz.Empleamos a más de 9 mil personas en forma directa y promovemos el desarrollo de economías regionales con una fuerte conciencia social y siempre apuntando a la sustentabilidad.Cotizamos desde el año 2011 en la Bolsa de Nueva York bajo el símbolo AGRO.Sé parte de AdecoagroConocé más en www.adecoagro.com",Híbrido,NaN,"Buenos Aires, Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Venta al por mayor'}]",2022-11-13,https://ar.linkedin.com/jobs/view/analista-de-datos-at-adecoagro-3381391799?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=gygG1VDTaPk2EhU3cfbrLw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
BI Analytics Jr.,Wenance,"#SomosWenance, la fintech líder en créditos personales en Argentina, España, Uruguay, México y Perú.Estamos transformando la experiencia de las personas con sus finanzas para que puedan tener el control de su dinero mediante procesos ágiles, eficientes y claros. Somos apasionados por la tecnología, nos movemos rápido, co-creamos, nos adaptamos y nos transformamos.Hoy nuestro Team de BI está creciendo y buscamos sumar un BI Analytics Jr. para nuestras oficinas en Vicente López.Tendrás el desafío de Analizar, automatizar y definir funcionalmente las tablas soporte de la información de cobranzas. Generar reportería relacionada con cobranzas para los Call Center. Colaborar con las áreas de analítics con soporte de información relacionada a cobranzas. Esperamos que Seas estudiante de Lic. En Economía, Actuarios o carreras afines.Tengas conocimientos de SQL (excluyente), Excel y Power bi.Te proponemos Sumarte a una empresa en constante crecimiento, con un excelente clima de trabajo, posibilidades de desarrollo profesional y un pack de beneficios pensados para vosMedicina pre-paga para vos y tu grupo familiar directo.Día de tu cumpleaños libre para que puedas disfrutar con quién quieras.Días Wenance 5 días libres al año con goce de sueldo.Política de Home Office.Ajustes por desempeño.Bonificaciones en nuestra fintech bursátil Liebre Capital.Descuento en gimnasio de primer nivel para vos y tu grupo familiar directo.Descuentos especiales en diferentes rubros.En Wenance buscamos personas apasionadas por lo que hacen. Si te sentís identificado con el rol y te interesa sumarte a una empresa con espíritu inquieto y ADN innovador ¡ESTA ES TU OPORTUNIDAD!Wenance es una empresa Fintech enfocada en productos financieros para individuos. Bajo sus marcas Welp y Mango promueve la inclusión y la educación financiera de las personas. Posee una cartera activa de préstamos personales superior a los US$ 50 millones y más de 150.000 clientes activos. Desde sus comienzos, Wenance lleva financiados más de 400.000 créditos. En 2014 inició sus operaciones en Argentina y extendió sus operaciones internacionalmente a Uruguay, España, México y Perú.",Híbrido,NaN,"Vicente López, Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Sin experiencia'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Desarrollo empresarial y Ventas'}, {'Sectores': 'Contabilidad'}]",2022-12-14,https://ar.linkedin.com/jobs/view/bi-analytics-jr-at-wenance-3393687368?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=wbFxasc3TD4Wi2nhebLBtg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Visualization,Accenture,"DATA VISUALIZATION 🚀 Cuando pensamos en que VOS seas parte de nuestro equipo global en el “HUB de Datos” en Accenture Argentina, lo asociamos claramente a la canción:🎵 “We (you)! will rock you” 🎵🚀¿Por qué? Porque queremos que te conviertas en el próximo experto en Data Visualization Consultant, ya que tendrás la tengas la oportunidad de consolidarte en el novedoso ámbito de data visualization.Si tenés experiencia a un nivel de liderazgo principal y un background técnico para hacer que las cosas funcionen ¡Sé parte de nuestro gran Equipo!🚀 ¿Qué desafíos te esperan?Liderarás un equipo proactivo y entusiasta, interesado en resolver problemas del negocio a través del entendimiento de los usuarios y sus procesos, relacionado a proyectos de Data Visualization.Serás responsable de proponer soluciones basadas en el uso de datos, participar del diseño y desarrollo de dashboards y aplicaciones, y su implementación trabajando en conjunto con un equipo multidisciplinario. 🚀 ¿Qué tipo de perfil nos imaginamos?+ 3 años de experiencia utilizando herramientas de visualización: Power BI (DAX), Tableau, MicroStrategy y/o Qlik, etc.+ 3 años de experiencia en manejo de bases de datos y sus respectivas lógicas para plataformas como SQL o Excel a nivel desarrollador.Experiencia realizando storytelling y presentación retórica, así como armado de presentaciones o documentos institucionales: minutas, presentaciones de proyectos y avances, calendarios de tareas y subtareas, etc. y documentación técnica como informes de trazabilidad, mapeo de fuentes de datos, etc.Conocimientos y/o experiencia en armado de proyectos end-to-end.+ 1 año de experiencia liderando equipos.Inglés avanzado.🚀 Un súper nice to have será contar con experiencia en:Conocimiento de metodologías y herramientas de gestión de proyectos: Scrum, Agile, Microsoft Planner, Microsoft Project, etc.🚀 Ok… si llegaste a leer hasta acá, te adelantamos lo que también es necesario que sepas: parte de nuestros grandes beneficios:🍔 Pedidos Ya👩‍⚕️ Prepaga Swiss Medical sin costo para vos y tu grupo familiar primario💻 Reintegro de Conectividad💪 Gimnasio 100% Bonificado🌎 Vacaciones Flex💯 Jornada Flex📚 Certificaciones bonificadas🎂 Día de cumpleaños libre🏆 Bonos🗓 Accenture Days🤟🏽Paquete de beneficios flexibles👨‍👩‍👦‍👦 Licencias de Paternidad & Maternidad Extendida💰 Ayuda Económica para Guardería y muchos ➕!🌎 Trabajá desde cualquier parte de la Argentina de forma 100% remota. También ¡tenemos oficinas a disposición en CABA, La Plata, Mar del Plata y Rosario!🌈 𝐄𝐍 𝐀𝐂𝐂𝐄𝐍𝐓𝐔𝐑𝐄, 𝐋𝐀 𝐈𝐆𝐔𝐀𝐋𝐃𝐀𝐃 𝐈𝐌𝐏𝐔𝐋𝐒𝐀 𝐋𝐀 𝐈𝐍𝐍𝐎𝐕𝐀𝐂𝐈Ó𝐍¿Sabías que Accenture fue elegida la compañía más diversa e inclusiva del mundo? Creemos que la fuerza laboral del futuro es una fuerza igualitaria para todos.Todas las decisiones referidas al proceso de selección de empleo se tomarán sin hacer distinción, exclusión o preferencia alguna basada en motivos de raza, color, género, orientación sexual, discapacidad, edad, religión, opinión política o sindical, nacionalidad u origen socioeconómico ni ninguna otra prevista en la legislación vigente, que tengan por efecto anular o alterar la igualdad de oportunidades o de trato entre los candidatos.Igualdad de oportunidades laborales  Todas las decisiones referidas al empleo se tomarán sin discriminar por edad, raza, credo, color, religión, sexo, nacionalidad, linaje, discapacidad, situación de excombatiente o veterano de guerra, orientación sexual, identidad o expresión de género, información genética, estado civil, ciudadanía, ni ningún otro factor protegido por la legislación nacional, provincial o local.  Como parte del proceso de contratación no se obligará a los candidatos a divulgar registros penales cancelados o cerrados referidos a condenas judiciales o arrestos. Accenture tiene el compromiso de proporcionar oportunidades laborales a nuestros excombatientes, veteranas y veteranos de guerra.",Híbrido,NaN,"Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Asesoría y servicios empresariales'}]",2022-12-15,https://ar.linkedin.com/jobs/view/data-visualization-at-accenture-3397924112?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=OfsPMxXCLG26OxpPv5tAQA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de Datos BI,Bumeran Selecta,"Agencia de Medios sumará a su Staff de Business Intelligence  Analista de Datos SrSe debe contar con un buen perfil tecnico y AnalíticoSus tareas serán Realizar el análisis de distintos reportes y herramientas con el fin de identificar datos valiosos. Detectar desvíos a través de los reportes. Analizar información, con el fin de obtener insights que colaboren en la toma de decisiones con impactos positivos en nuestros clientes. Medir y analizar los efectos de las acciones realizadas en medios digitales. Identificar oportunidades de mejora. Proponer mejoras basadas en el análisis de datos para la eficientización de las plataformas. Proponer acciones concretas para la correcta ejecución de las campañas. Trabajar en conjunto con los distintos equipos, con el fin de alinear la estrategia digital a los objetivos planteados. Armar reportes asociados a la actividad, industria y competencia de nuestros clientes.Requisitos Excel / Google Sheet (Avanzado). Conocimiento en el rubro de publicidad sus KPI'S y herramientas (Deseable). Utilización de plataformas como Google Analytics, Facebook Ads, Google Ads, Programática (Deseable). Conocimiento de herramientas de visualización DataStudio, Power Bi (Deseable). Experiencia con Google Tag Manager (Plus).BeneficiosPrepagaTrabajo hibrido Capacitaciones in house.",Híbrido,NaN,"Vicente López, Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-10-29,https://ar.linkedin.com/jobs/view/analista-de-datos-bi-at-bumeran-selecta-3366322164?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=3hYmhleKgm6%2FpohXeyqheA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de visualización de datos,La Caja de Ahorro y Seguro,"La Transformación avanza y nuestro equipo de Data sigue creciendo! En esta oportunidad, buscanos un profesional enfocado en relevar y entender necesidades informacionales del negocio, desarrollando soluciones de datos para impulsar un proceso de decisión basado en insights.Tus principales funciones serán Transformar diferentes fuentes de datos en información accionable, expuesta en productos de datos. Llevar adelante análisis exploratorios que permitan generar nuevas hipótesis e identificar oportunidades de mejora dentro del producto y de la información. Lograr entendimiento clave de los objetivos de negocio y la forma en que la compañía opera para poder entregar productos de valor.RequisitosEstudiante avanzado o graduado de las carreras de Informática, Sistemas, Ingeniería, Ciencias Económicas, Actuario o MarketingExperiencia de al menos 2 años en proyectos de analisis y visualización de datos.Experiencia en proyectos de Business Intelligence y herramientas Data Visualization; analisis funcional y documentación; analisis de datos numeros, kpis, evolutivos, informes de gestion, conceptos basicos comercialesSi tenés experiencia en el rubro financiero/de seguros y en Tableau será un plus!¿Qué más esperamos de vos? Proactividad, orientación al servicio y foco en el cliente Autonomía Fuertes habilidades de comunicación y relacionamiento para establecer vínculos sólidos y eficientes con el resto de la organización, en todos sus niveles Capacidad de análisis e interpretación de datos, orientación numérica ¡Curiosidad y ganas de aprender e innovar!Beneficios😉 Gran clima de trabajo🎓 Capacitación continua🌎 Oportunidades de desarrollo global*✅ Importantes descuentos en seguros para vos y referidos🥳 Día del cumpleaños libre🏠 Día de mudanza!💰 Premio aniversario compañía🏖️ 17 días vacaciones, se activan en enero y las tomás como quieras!💻 Trabajo híbrido🍴 Comedor económico para tus desayunos y almuerzos🚲 Vení en Bici! Tenemos vestuarios y guardería🧘🏽‍♂‍ Actividades de bienestar👶🏼 Paternidad extendida📚 Kit Nacimiento y beneficio de ayuda escolar anual🍼 Plus por guardería y colonia extendido y muchos +La Caja hoy es parte de Generali Group líder global en seguros, presente en 50 países en el mundo, con más de 72 mil empleados sirviendo a 65.9 millones de clientes.♻️ *La Caja es una empresa con fuerte compromiso social -THSN es nuestro programa de voluntariado corporativo, una iniciativa global de Generali Group que tiene como objetivo desbloquear el potencial de las personas en situación de vulnerabilidad alrededor del mundo y mejorar su calidad de vida. Trabajamos junto con las ONGs Haciendo Camino y Fundación Emmanuel, brindando herramientas a padres y madres de niños/as de 0 a 6 años. A través de talleres de crianza positiva, nutrición y oficios alcanzando a 600 familias por año de las comunidades de La Plata y Santiago del Estero.Con más de 1900 empleados y 61 sucursales en todo el país, La Caja mantiene su posición de liderazgo en el mercado asegurador argentino general con una cuota total del 4,59% y del 10,13% en el rubro automotor (según la Superintendencia de Seguros de la Nación a septiembre de 2020). En su búsqueda por ofrecer un servicio de excelencia, se destaca por su variada oferta de productos para satisfacer las necesidades de los consumidores de la forma más simple. Lleva adelante una estrategia omnicanal, con foco en tecnología e innovación, para ser socio de por vida de sus clientes. La Caja es parte del Grupo italiano Generali, que tiene fuerte presencia en el mercado del seguro a nivel internacional, y representa la mayor participación del Grupo en Latinoamérica.",Híbrido,NaN,"Buenos Aires, Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-10-29,https://ar.linkedin.com/jobs/view/analista-de-visualizaci%C3%B3n-de-datos-at-la-caja-de-ahorro-y-seguro-3366323152?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=LHmJbyjqoQkMzM27VLn71w%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
ARG-Analista de Reporting BI,Movistar (Telefónica Hispam),"En Telefónica- Movistar, tenemos como Misión hacer nuestro mundo más humano, conectando la vida de las personas porque ellas son las que dan sentido a la tecnología y no al revés.Creemos que las conexiones más importantes son las conexiones humanas, por eso unimos a las personas en lugar de aislarlas y las invitamos a ser ellas mismas, a expresarse, a compartir.Aspiramos a ser inclusivos digitalizando a toda la sociedad, sin dejar a nadie atrás.Telefónica Hispanoamérica es la unidad del Grupo Telefónica que aglutina los activos y operaciones en Argentina, Chile, Colombia, Ecuador, Perú, México, Uruguay, Venezuela y Centroamérica. Ha puesto en marcha un nuevo modelo operativo multi país para maximizar el valor de sus activos en Hispanoamérica a través de la simplificación y la excelencia. La compañía es uno de los mayores proveedores de servicios de telecomunicaciones en la región, opera bajo la marca comercial Movistar, ofrece servicios de conectividad de banda ancha fija -con soluciones de FFTH- y móvil con redes de 4G, así como una amplia gama de servicios digitales para más de 108 millones de clientes residenciales y empresariales.Dirección: Big Data y DigitalÁrea: Big Data OperativoMisión del RolEl puesto tiene como principal objetivo brindar la información necesaria, oportuna y adecuada a la organización asesorando al cliente interno para su correcta interpretación.Funciones Asociadas al RolInterpretar, capturar, validar y explotar datos para producir información que contribuya a generar el conocimiento que se requiere del negocio.Ser agente de cambio hacia una organización Data-Driven, fomentando el Self-service (difundiendo la herramienta de explotación compañía).Interpretar las necesidades del cliente interno y los procesos compañía traduciéndolos en tableros operativos y ejecutivos.Explotar las bases de datos, generar reportes, analizar procesos y dependencias.Diseñar, generar, interpretar, actualizar y analizar información operativa y ejecutiva para diferentes clientes internos de la organización.Realizar mediciones, reportes y tableros, observando desvíos en la generación de la información.Entender las distintas fuentes de datos para definir los procesos que generan la información de forma robusta e iterativa.Velar por la calidad de la información.Requisitos IndispensablesContar con experiencia en el manejo de grandes volúmenes de información, validación y explotación.Poseer conocimientos de herramientas de visualización/BI: Microstrategy (preferentemente) y/o PowerBI y/o Tableau y/o QlickViewTener conocimientos avanzados en entornos BI y Big Data.Lenguajes: SQL Teradata - MS SQL (Excluyente)Hadoop (Hive - Zepeling)Contar con coonocimientos de DataGovernance. Gestión de la DocumentaciónPoseer conocimientos de Modelado dimensional y ABTTener conocimiento de los procesos de negocio, entendimiento de los impactos y interpretación de KPIRequisitos DeseablesContar con capacidad para traducir y comunicar necesidades del cliente interno en soluciones de datos.Contar con capacidad de acompañar a la implementación de proyectos como asesor de datos.Tener capacidad de armado y dictado de capacitaciones para conocimientos específicos de la práctica y tecnologías (herramientas de explotación y modelos de datos)Conocimiento y diseño de estrategias de testeo de datosStorytellingConocimiento de Google AnalyticsConocimiento desarrollo de procesos de ETLCompetenciasCapacidad de análisis y resolución de problemas.Trabajo en equipoBuena comunicaciónConocimiento de los procesos del negocioPropuesta de Valor:Gympass: hasta un 50% de ahorro y una amplia lista de actividades físicas.Prepaga: tienen descuentos en farmacia de hasta el 70% y puede sumar a su grupo familiar en la cobertura.Licencias extendidas para papás (21 días) y mamás (mes adicional con goce de sueldo) quienes también podrán optar por hacer jornada reducida hasta que el bebé cumpla un año. Esto también aplica para casos de adopción. Además, ofrecemos días de licencia para aquellas familias que se encuentran bajo tratamiento de reproducción asistida.Horario Flexible y viernes cortos en vacaciones de verano e invierno, siempre que tu puesto lo permita.Escuela de idiomas virtual Inglés, Portugués y Alemán. La aplicación se llama Dexway y pertenece a Oxford.Escuela de Formación para que puedas seguir desarrollándote no solo en tu disciplina de interés sino también en habilidades blandas.Obsequios en momentos importantes: navidad, nacimiento de un hijo, kits escolares, casamiento, etc.60% de descuentos en nuestros productos y serviciosPostulate!",Híbrido,NaN,"Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información, Ingeniería y Investigación'}, {'Sectores': 'Telecomunicaciones'}]",2022-12-15,https://ar.linkedin.com/jobs/view/arg-analista-de-reporting-bi-at-movistar-telef%C3%B3nica-hispam-3265296067?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=Go8i3kZ29kSfBnCkXaZEQg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Intelligence Analyst,ICBC Argentina,Nan,Híbrido,NaN,Greater Buenos Aires,[],2022-11-30,https://ar.linkedin.com/jobs/view/business-intelligence-analyst-at-icbc-argentina-3377188551?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=39CfN7eJSfNjEHMx%2Bj0aSw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
ANALISTA DE DATOS,Elit Mayorista de Tecnología,Nan,Híbrido,NaN,"Santa Fe, Santa Fe, Argentina",[],2022-10-29,https://ar.linkedin.com/jobs/view/analista-de-datos-at-elit-mayorista-de-tecnolog%C3%ADa-3366317960?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=pAra6nItfP5NqDLWhmaQow%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de Datos Maestros Jr - EVENTUAL,Aeropuertos Argentina 2000,Nan,Híbrido,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-11-19,https://ar.linkedin.com/jobs/view/analista-de-datos-maestros-jr-eventual-at-aeropuertos-argentina-2000-3393694370?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=9%2F4ZqmC%2Byx5KF8CJaFnHBw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Intelligence Specialist,Entravision Mobile Growth Solutions,Nan,Híbrido,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-10-30,https://ar.linkedin.com/jobs/view/business-intelligence-specialist-at-entravision-mobile-growth-solutions-3369343173?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=uCyFI64ZfTaABx%2BMRopMHA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista BI,Mediabrands,"Mediabrands es un grupo con diversas Agencias de Medios, que tiene presencia en 130 países. ¡Tal vez nos conozcas porque somos una de las empresas N° 1 en Argentina!Nos encontramos en búsqueda de un Analista BI para incorporarse al equipo. 🙌Tus principales desafíos serán:* Trabajar con plataformas como Facebook, TikTok, DV360, Google, DCM, etc., como fuente de validación de datos y comprender los datos que contiene.* Armar reportes o tableros asociados a la actividad, industria y competencia de nuestros clientes; basados en las necesidades de estos y equipos de la agencia.* Asegurar la actualización y funcionamiento de los Tableros.* Supervisar la calidad de los datos de entrada, así como los datos de salida en la visualización.* Medir y analizar los efectos de las acciones realizadas en medios digitales.* Analizar información, con el fin de obtener insights que colaboren en la toma de decisiones con impactos positivos en nuestros clientes.* Gestionar todo el Proceso de Datos y coordinar con las diferentes partes (Cliente, Agencia, Equipos, Proveedores, etc.), los procesos con el fin de alinear la estrategia digital a los objetivos planteados y poder hacer un delivery de datos efectivo y eficiente.* Detectar desvíos a través de los reportes y las distintas plataformas.* Identificar oportunidades de mejora y proponer mejoras basadas en el análisis de datos para la eficientización de las plataformas.Requisitos:· Experiencia en medios digitales (Facebook, TikTok, DV360, Google, DCM, etc.).· Experiencia en programación, gestión de datos, análisis y herramientas de visualización (como Alteryx, Tableau, SQL, Power BI, Data Studio, MicroStrategy, Qlik, etc.).· Excel Avanzado.Algunos de los beneficios que tenemos son: 📣% de sueldo en dólares. 📣Forma de trabajo Híbrido (actualmente vamos 1 vez por semana a la oficina) y estamos ubicados en el barrio de Palermo (C.A.B.A.). 📣Días hábiles de vacaciones (3 semanas). 📣Wellnes day, un día libre al mes. ☀ 📣Work from anywhere, trabajar desde cualquier lugar del mundo. 🚀🌎 📣Día de cumpleaños libre (en el mes de tu cumple), días entre Navidad y Año Nuevo 🤟🏼 📣Capacitaciones y oportunidades de formación gratuita (LinkedIn Learning gratuito). 📣Viernes flex cada 15 días. 📣Prepaga para vos y tu grupo familiar (Swiss Medical O Galeno). 📣Licencia por paternidad extendida. 📣 Y muuchooo más!!! 👉Dejanos tu cv asi te conocemos!!¡Te esperamos!",Híbrido,NaN,"Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Administración, Marketing y Publicidad'}, {'Sectores': 'Servicios de publicidad'}]",2022-12-06,https://ar.linkedin.com/jobs/view/analista-bi-at-mediabrands-3362778349?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=wewx7QnUlPU06b5F3vl%2Bqg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Financial Market Data Analyst,Qontigo,Nan,Híbrido,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-12-16,https://ar.linkedin.com/jobs/view/financial-market-data-analyst-at-qontigo-3403016652?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=jU1DuQLzj07oigT2Lw5RVg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
People Analytics,MANPETROL,Nan,Híbrido,NaN,"Comodoro Rivadavia, Chubut Province, Argentina",[],2022-10-29,https://ar.linkedin.com/jobs/view/people-analytics-at-manpetrol-3366322385?refId=ihXPwPr%2FVIOJlLeTgCxgAQ%3D%3D&trackingId=2aSVVTN1ExEptRZAoOM8OQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
